species	feature_gadolinium_contrast	P.val_individual_gadolinium_contrast	coef_gadolinium_contrast	model_gadolinium_contrast	feature_lesion_burden	P.val_individual_lesion_burden	coef_lesion_burden	model_lesion_burden	feature_spinal_cord_lesion	P.val_individual_spinal_cord_lesion	coef_spinal_cord_lesion	model_spinal_cord_lesion	feature_subtentorial_lesions	P.val_individual_subtentorial_lesions	coef_subtentorial_lesions	model_subtentorial_lesions
Coprobacter_fastidiosus_abundance	Coprobacter_fastidiosus	0.947126718418678	-0.401081017783492	abundance	Coprobacter_fastidiosus	0.289436100728687	1.37267645529485	abundance	Coprobacter_fastidiosus	0.325584311979489	-1.38208549944828	abundance	Coprobacter_fastidiosus	0.228571627073348	-1.77082356310646	abundance
Coprobacter_fastidiosus_prevalence	Coprobacter_fastidiosus	0.562088508888546	0.627549322747037	prevalence	Coprobacter_fastidiosus	0.803697205362971	-0.229413944427211	prevalence	Coprobacter_fastidiosus	0.207181342947796	1.14425826604839	prevalence	Coprobacter_fastidiosus	0.181033824027707	1.29217666281556	prevalence
Coprobacter_secundus_abundance	Coprobacter_secundus	0.997781059944887	-0.300020957093138	abundance	Coprobacter_secundus	0.904604604473337	0.0922735578024547	abundance	Coprobacter_secundus	0.88404576692304	0.038289220984652	abundance	Coprobacter_secundus	0.800725751895818	0.137186454353219	abundance
Coprobacter_secundus_prevalence	Coprobacter_secundus	0.539401924454942	-0.447965701065128	prevalence	Coprobacter_secundus	0.573332707622678	-0.382754352500541	prevalence	Coprobacter_secundus	0.167903791791114	0.900186043827671	prevalence	Coprobacter_secundus	0.888099614216153	0.0897355173099366	prevalence
Coprococcus_catus_abundance	Coprococcus_catus	0.789422505672314	-0.663390538523971	abundance	Coprococcus_catus	0.737688610489718	0.357582960683236	abundance	Coprococcus_catus	0.526359377583404	0.604671261170512	abundance	Coprococcus_catus	0.358538562494945	-1.19220722994421	abundance
Coprococcus_catus_prevalence	Coprococcus_catus	1	-5.11358687362368e-16	prevalence	Coprococcus_catus	1	9.20820796872243e-16	prevalence	Coprococcus_catus	1	-3.88511828532062e-17	prevalence	Coprococcus_catus	0.999999999999999	9.15667224832132e-16	prevalence
Coprococcus_comes_abundance	Coprococcus_comes	0.679149941906741	-0.792697496058363	abundance	Coprococcus_comes	0.438765796687471	0.778704482611439	abundance	Coprococcus_comes	0.866950554087219	0.0542297183032542	abundance	Coprococcus_comes	0.045436591586836	-2.11892182414675	abundance
Coprococcus_comes_prevalence	Coprococcus_comes	NA	NA	prevalence	Coprococcus_comes	NA	NA	prevalence	Coprococcus_comes	NA	NA	prevalence	Coprococcus_comes	NA	NA	prevalence
Coprococcus_eutactus_abundance	Coprococcus_eutactus	0.372472239749885	-1.28406179036265	abundance	Coprococcus_eutactus	0.798435615990546	0.205449933259253	abundance	Coprococcus_eutactus	0.723765070608047	-0.443629395486916	abundance	Coprococcus_eutactus	0.217919974609238	-1.2965729026226	abundance
Coprococcus_eutactus_prevalence	Coprococcus_eutactus	NA	NA	prevalence	Coprococcus_eutactus	NA	NA	prevalence	Coprococcus_eutactus	NA	NA	prevalence	Coprococcus_eutactus	NA	NA	prevalence
Coprococcus_sp. ART55/1_abundance	Coprococcus_sp. ART55/1	0.576882084313264	-1.15076215424853	abundance	Coprococcus_sp. ART55/1	0.756605981256794	-0.477650719045914	abundance	Coprococcus_sp. ART55/1	0.730331084155551	0.327672539352137	abundance	Coprococcus_sp. ART55/1	0.91868658094813	0.00131288808514976	abundance
Coprococcus_sp. ART55/1_prevalence	Coprococcus_sp. ART55/1	NA	NA	prevalence	Coprococcus_sp. ART55/1	NA	NA	prevalence	Coprococcus_sp. ART55/1	NA	NA	prevalence	Coprococcus_sp. ART55/1	NA	NA	prevalence
Desulfovibrio_fairfieldensis_abundance	Desulfovibrio_fairfieldensis	0.000212405665164894	-8.72258471321172	abundance	Desulfovibrio_fairfieldensis	0.367993871766282	4.9916088571308	abundance	Desulfovibrio_fairfieldensis	0.952946498200509	-0.382420404647506	abundance	Desulfovibrio_fairfieldensis	0.273465090671295	-13.2225406546471	abundance
Desulfovibrio_fairfieldensis_prevalence	Desulfovibrio_fairfieldensis	0.127778361058507	1.23944231201511	prevalence	Desulfovibrio_fairfieldensis	0.234261145408751	-0.942728121460498	prevalence	Desulfovibrio_fairfieldensis	0.710755092244186	-0.268696536318814	prevalence	Desulfovibrio_fairfieldensis	0.50222024696617	-0.501551328488446	prevalence
Desulfovibrio_piger_abundance	Desulfovibrio_piger	0.940614073344576	-0.442306143434175	abundance	Desulfovibrio_piger	0.238547137503633	2.00512466494661	abundance	Desulfovibrio_piger	0.0895190890877973	2.77268457232361	abundance	Desulfovibrio_piger	0.267735503080863	1.73658970809592	abundance
Desulfovibrio_piger_prevalence	Desulfovibrio_piger	0.21733511982552	1.11892665541061	prevalence	Desulfovibrio_piger	0.670270488414453	-0.309128273124436	prevalence	Desulfovibrio_piger	0.040218458069731	1.50822661736144	prevalence	Desulfovibrio_piger	0.498071784233679	0.475381435506688	prevalence
Dialister_hominis_abundance	Dialister_hominis	0.29161277823227	-3.96666374973755	abundance	Dialister_hominis	0.459277754369114	4.23811292457367	abundance	Dialister_hominis	0.590662702002966	-1.97908837301345	abundance	Dialister_hominis	0.195600459061819	-3.877411004189	abundance
Dialister_hominis_prevalence	Dialister_hominis	0.199208283890546	0.967191813225437	prevalence	Dialister_hominis	0.527610541538847	0.429943742551199	prevalence	Dialister_hominis	0.953502874413859	-0.0368125121766075	prevalence	Dialister_hominis	0.174129114986929	0.902910354295624	prevalence
Dialister_massiliensis_abundance	Dialister_massiliensis	0.739566337364064	2.44071384974238	abundance	Dialister_massiliensis	0.107186503773591	19.2014998510794	abundance	Dialister_massiliensis	0.911091159597397	0.400968940699682	abundance	Dialister_massiliensis	0.562697139305405	-2.4503056841527	abundance
Dialister_massiliensis_prevalence	Dialister_massiliensis	0.354193024492584	-0.891513009762224	prevalence	Dialister_massiliensis	0.730834888659139	-0.252390942649373	prevalence	Dialister_massiliensis	0.415429152658898	-0.566006111446845	prevalence	Dialister_massiliensis	0.749914000755425	-0.226890035582188	prevalence
Dialister_succinatiphilus_abundance	Dialister_succinatiphilus	0.265393293997482	1.99603681044995	abundance	Dialister_succinatiphilus	0.662999106396259	-0.833755524975863	abundance	Dialister_succinatiphilus	0.56085243988761	0.910230016558582	abundance	Dialister_succinatiphilus	0.526967580882049	-1.29185310794898	abundance
Dialister_succinatiphilus_prevalence	Dialister_succinatiphilus	0.599862598616056	-0.392189652184629	prevalence	Dialister_succinatiphilus	0.450177644429327	-0.532106116219113	prevalence	Dialister_succinatiphilus	0.248449284453965	-0.752266806581148	prevalence	Dialister_succinatiphilus	0.855852597210021	0.118858473105385	prevalence
Dorea_formicigenerans_abundance	Dorea_formicigenerans	0.481367559665745	0.261717334428687	abundance	Dorea_formicigenerans	0.557148982101555	-0.475177178639525	abundance	Dorea_formicigenerans	0.965594164522551	-0.143286274663262	abundance	Dorea_formicigenerans	0.124109037403499	-1.17536620709398	abundance
Dorea_formicigenerans_prevalence	Dorea_formicigenerans	NA	NA	prevalence	Dorea_formicigenerans	NA	NA	prevalence	Dorea_formicigenerans	NA	NA	prevalence	Dorea_formicigenerans	NA	NA	prevalence
Dorea_longicatena_abundance	Dorea_longicatena	0.999843567939654	-0.303422737323007	abundance	Dorea_longicatena	0.706923964169309	-0.372486523965198	abundance	Dorea_longicatena	0.171468281844777	-1.19003997787144	abundance	Dorea_longicatena	0.00328170805313699	-2.38360812123856	abundance
Dorea_longicatena_prevalence	Dorea_longicatena	NA	NA	prevalence	Dorea_longicatena	NA	NA	prevalence	Dorea_longicatena	NA	NA	prevalence	Dorea_longicatena	NA	NA	prevalence
Duodenibacillus_massiliensis_abundance	Duodenibacillus_massiliensis	0.443732837456724	-5.19000908598115	abundance	Duodenibacillus_massiliensis	0.31766576394777	-3.48422348732808	abundance	Duodenibacillus_massiliensis	0.455665927750251	-3.24247376805876	abundance	Duodenibacillus_massiliensis	0.376412284089434	3.34552721393033	abundance
Duodenibacillus_massiliensis_prevalence	Duodenibacillus_massiliensis	0.623845225930331	0.418045061303429	prevalence	Duodenibacillus_massiliensis	0.967066839646713	-0.0304652114936521	prevalence	Duodenibacillus_massiliensis	0.832868882246656	-0.150339493891934	prevalence	Duodenibacillus_massiliensis	0.577602956602538	-0.400259638143543	prevalence
Dysosmobacter_welbionis_abundance	Dysosmobacter_welbionis	0.187556837195583	-0.781375105025528	abundance	Dysosmobacter_welbionis	0.748343790883483	-0.159241929939846	abundance	Dysosmobacter_welbionis	0.834914996468812	-0.181564425049557	abundance	Dysosmobacter_welbionis	0.664484583912631	-0.275236886327128	abundance
Dysosmobacter_welbionis_prevalence	Dysosmobacter_welbionis	NA	NA	prevalence	Dysosmobacter_welbionis	NA	NA	prevalence	Dysosmobacter_welbionis	NA	NA	prevalence	Dysosmobacter_welbionis	NA	NA	prevalence
Eggerthella_lenta_abundance	Eggerthella_lenta	0.0583581894824468	1.24992331790342	abundance	Eggerthella_lenta	0.821261976887607	0.116967959014698	abundance	Eggerthella_lenta	0.140792034802297	0.903441095192581	abundance	Eggerthella_lenta	0.281746367420499	0.630391885614255	abundance
Eggerthella_lenta_prevalence	Eggerthella_lenta	NA	NA	prevalence	Eggerthella_lenta	NA	NA	prevalence	Eggerthella_lenta	NA	NA	prevalence	Eggerthella_lenta	NA	NA	prevalence
Eisenbergiella_porci_abundance	Eisenbergiella_porci	0.459886118593335	0.344692324154242	abundance	Eisenbergiella_porci	0.51474343682029	0.464200667005733	abundance	Eisenbergiella_porci	0.933571684701914	-0.17558502057891	abundance	Eisenbergiella_porci	0.994224212645392	-0.138658227615664	abundance
Eisenbergiella_porci_prevalence	Eisenbergiella_porci	NA	NA	prevalence	Eisenbergiella_porci	NA	NA	prevalence	Eisenbergiella_porci	NA	NA	prevalence	Eisenbergiella_porci	NA	NA	prevalence
Enterobacter_hormaechei_abundance	Enterobacter_hormaechei	NA	NA	abundance	Enterobacter_hormaechei	NA	-1.78469322222174	abundance	Enterobacter_hormaechei	NA	7.42662663440659	abundance	Enterobacter_hormaechei	NA	7.42662663440661	abundance
Enterobacter_hormaechei_prevalence	Enterobacter_hormaechei	0.184421209148093	-1.94140245536744	prevalence	Enterobacter_hormaechei	0.738268692112276	-0.281920169674427	prevalence	Enterobacter_hormaechei	0.104807363448651	-1.46219056815656	prevalence	Enterobacter_hormaechei	0.80095405130768	0.200938110118953	prevalence
Enterocloster_asparagiformis_abundance	Enterocloster_asparagiformis	0.83160802349294	-0.11841176322654	abundance	Enterocloster_asparagiformis	0.346508418287349	-0.793371624222563	abundance	Enterocloster_asparagiformis	0.672465313721562	-0.430046026901223	abundance	Enterocloster_asparagiformis	0.697768095726198	-0.433635576969291	abundance
Enterocloster_asparagiformis_prevalence	Enterocloster_asparagiformis	0.676156887856551	0.627735016904507	prevalence	Enterocloster_asparagiformis	0.962194674466219	-0.052969256199816	prevalence	Enterocloster_asparagiformis	0.298665024831682	1.2452273526878	prevalence	Enterocloster_asparagiformis	0.73407608209693	-0.362404901937096	prevalence
Enterocloster_bolteae_abundance	Enterocloster_bolteae	0.106594290119454	1.05891177673977	abundance	Enterocloster_bolteae	0.217305796936796	-0.983117510858714	abundance	Enterocloster_bolteae	0.955034501978508	-0.0741102862947842	abundance	Enterocloster_bolteae	0.184434687108369	0.829669894019342	abundance
Enterocloster_bolteae_prevalence	Enterocloster_bolteae	NA	NA	prevalence	Enterocloster_bolteae	NA	NA	prevalence	Enterocloster_bolteae	NA	NA	prevalence	Enterocloster_bolteae	NA	NA	prevalence
Enterocloster_clostridioformis_abundance	Enterocloster_clostridioformis	0.460297987727878	0.362391079817833	abundance	Enterocloster_clostridioformis	0.753349860866824	0.204498070142174	abundance	Enterocloster_clostridioformis	0.90520258514806	-0.204334625996862	abundance	Enterocloster_clostridioformis	0.0309446989729523	1.51425294881606	abundance
Enterocloster_clostridioformis_prevalence	Enterocloster_clostridioformis	NA	NA	prevalence	Enterocloster_clostridioformis	NA	NA	prevalence	Enterocloster_clostridioformis	NA	NA	prevalence	Enterocloster_clostridioformis	NA	NA	prevalence
Enterocloster_lavalensis_abundance	Enterocloster_lavalensis	0.099940686793246	1.11585608833833	abundance	Enterocloster_lavalensis	0.630571701380225	-0.436546808339063	abundance	Enterocloster_lavalensis	0.177538817317833	0.872634538728343	abundance	Enterocloster_lavalensis	0.0542247530098788	1.29084321460696	abundance
Enterocloster_lavalensis_prevalence	Enterocloster_lavalensis	0.816550360261633	0.364114098115272	prevalence	Enterocloster_lavalensis	0.374259128517601	-1.21483892946688	prevalence	Enterocloster_lavalensis	0.647801632100424	0.569275988980327	prevalence	Enterocloster_lavalensis	0.658522382035809	0.573295120590046	prevalence
Enterococcus_avium_abundance	Enterococcus_avium	NA	NA	abundance	Enterococcus_avium	NA	NA	abundance	Enterococcus_avium	NA	NA	abundance	Enterococcus_avium	NA	NA	abundance
Enterococcus_avium_prevalence	Enterococcus_avium	0.313006089353816	-1.49521711137817	prevalence	Enterococcus_avium	0.324506899183895	-0.940483680608095	prevalence	Enterococcus_avium	0.962619397305917	0.0426425511928672	prevalence	Enterococcus_avium	0.0914892422848451	1.62554486762614	prevalence
Enterococcus_faecalis_abundance	Enterococcus_faecalis	0.90381390955243	-0.531128718140438	abundance	Enterococcus_faecalis	0.510299982065116	-1.2046689296556	abundance	Enterococcus_faecalis	0.589653540573785	-1.09009467781228	abundance	Enterococcus_faecalis	0.955013426894673	-0.0397582932172602	abundance
Enterococcus_faecalis_prevalence	Enterococcus_faecalis	0.646102506201865	0.331895991290745	prevalence	Enterococcus_faecalis	0.594008534524633	-0.362641595839771	prevalence	Enterococcus_faecalis	0.939297264183502	-0.0471898235949942	prevalence	Enterococcus_faecalis	0.841731068166395	0.125805421853665	prevalence
Enterococcus_faecium_abundance	Enterococcus_faecium	0.069839633589817	1.33254565586002	abundance	Enterococcus_faecium	0.798951978452115	-0.25906243338337	abundance	Enterococcus_faecium	0.79336739350516	0.0869472475739992	abundance	Enterococcus_faecium	0.995460876067482	-0.137633410035321	abundance
Enterococcus_faecium_prevalence	Enterococcus_faecium	0.68676990361289	0.636362402607686	prevalence	Enterococcus_faecium	0.587899816087428	0.71612901554431	prevalence	Enterococcus_faecium	0.57347074494562	-0.698246797029604	prevalence	Enterococcus_faecium	0.644310561721102	-0.568915087430203	prevalence
Enterococcus_lactis_abundance	Enterococcus_lactis	NA	NA	abundance	Enterococcus_lactis	NA	NA	abundance	Enterococcus_lactis	NA	NA	abundance	Enterococcus_lactis	NA	NA	abundance
Enterococcus_lactis_prevalence	Enterococcus_lactis	0.502884338936109	0.570830566939979	prevalence	Enterococcus_lactis	0.792938083880787	-0.217991662850064	prevalence	Enterococcus_lactis	0.591220993956618	-0.42480921538911	prevalence	Enterococcus_lactis	0.744560530467463	-0.255422114198272	prevalence
Enterococcus_sp. ZQ21_abundance	Enterococcus_sp. ZQ21	NA	NA	abundance	Enterococcus_sp. ZQ21	NA	NA	abundance	Enterococcus_sp. ZQ21	NA	NA	abundance	Enterococcus_sp. ZQ21	NA	NA	abundance
Enterococcus_sp. ZQ21_prevalence	Enterococcus_sp. ZQ21	0.161105263196592	1.61905551929454	prevalence	Enterococcus_sp. ZQ21	0.564819138818536	-0.653672278894051	prevalence	Enterococcus_sp. ZQ21	0.847276006158624	-0.204206893261968	prevalence	Enterococcus_sp. ZQ21	0.345664629114723	-1.15748169221238	prevalence
Enterococcus_thailandicus_abundance	Enterococcus_thailandicus	NA	NA	abundance	Enterococcus_thailandicus	NA	NA	abundance	Enterococcus_thailandicus	NA	NA	abundance	Enterococcus_thailandicus	NA	NA	abundance
Enterococcus_thailandicus_prevalence	Enterococcus_thailandicus	0.509277868838662	-1.00507911553211	prevalence	Enterococcus_thailandicus	0.147712825935841	-1.87432663635302	prevalence	Enterococcus_thailandicus	0.786384384243994	-0.294506469269639	prevalence	Enterococcus_thailandicus	0.988812117485753	-0.0150146353241311	prevalence
Escherichia_coli_abundance	Escherichia_coli	0.250385387978939	0.939812654272557	abundance	Escherichia_coli	0.436469091921981	0.690842286043004	abundance	Escherichia_coli	0.271578804935101	0.877201095833166	abundance	Escherichia_coli	0.538751337780748	-0.692376498891001	abundance
Escherichia_coli_prevalence	Escherichia_coli	0.902746526582161	-0.117787159177753	prevalence	Escherichia_coli	0.397063075782418	-0.817158197472513	prevalence	Escherichia_coli	0.76974165271263	-0.246436648871162	prevalence	Escherichia_coli	0.628062465739103	0.425631735750737	prevalence
Eshraghiella_crossota_abundance	Eshraghiella_crossota	0.727029383773577	-0.03830231848754	abundance	Eshraghiella_crossota	0.123448106963218	0.989210262616132	abundance	Eshraghiella_crossota	0.112635664051882	0.892224257866972	abundance	Eshraghiella_crossota	0.805204426775557	-0.293204997051974	abundance
Eshraghiella_crossota_prevalence	Eshraghiella_crossota	NA	NA	prevalence	Eshraghiella_crossota	NA	NA	prevalence	Eshraghiella_crossota	NA	NA	prevalence	Eshraghiella_crossota	NA	NA	prevalence
Eubacterium_callanderi_abundance	Eubacterium_callanderi	0.540118251339909	-0.918725992127127	abundance	Eubacterium_callanderi	0.904140749223388	0.0595168381579915	abundance	Eubacterium_callanderi	0.852662515018087	0.0467600267310333	abundance	Eubacterium_callanderi	0.306482331072735	0.78461135980162	abundance
Eubacterium_callanderi_prevalence	Eubacterium_callanderi	0.903147073764348	0.188375726348469	prevalence	Eubacterium_callanderi	0.677937317132424	0.543068358846906	prevalence	Eubacterium_callanderi	0.59657816847745	0.67048683334712	prevalence	Eubacterium_callanderi	0.370348051225375	-1.12966490034553	prevalence
Eubacterium_ramulus_abundance	Eubacterium_ramulus	0.79947175359077	-0.618664146374543	abundance	Eubacterium_ramulus	0.542251605027537	-0.734592180405594	abundance	Eubacterium_ramulus	0.60334628862758	0.429646589474149	abundance	Eubacterium_ramulus	0.965285989062604	-0.179725300350462	abundance
Eubacterium_ramulus_prevalence	Eubacterium_ramulus	NA	NA	prevalence	Eubacterium_ramulus	NA	NA	prevalence	Eubacterium_ramulus	NA	NA	prevalence	Eubacterium_ramulus	NA	NA	prevalence
Eubacterium_ventriosum_abundance	Eubacterium_ventriosum	0.122772855980682	1.38687601295596	abundance	Eubacterium_ventriosum	0.683844300510568	0.352322000549068	abundance	Eubacterium_ventriosum	0.19589457714589	-1.2938630569229	abundance	Eubacterium_ventriosum	0.186654185987631	-1.36184969854508	abundance
Eubacterium_ventriosum_prevalence	Eubacterium_ventriosum	1	-5.11358687362368e-16	prevalence	Eubacterium_ventriosum	1	9.20820796872243e-16	prevalence	Eubacterium_ventriosum	1	-3.88511828532062e-17	prevalence	Eubacterium_ventriosum	0.999999999999999	9.15667224832132e-16	prevalence
Faecalibacillus_intestinalis_abundance	Faecalibacillus_intestinalis	0.347820319943492	0.877006045311926	abundance	Faecalibacillus_intestinalis	0.563235267559482	-0.725766143492227	abundance	Faecalibacillus_intestinalis	0.0228218121935591	-2.45851716261647	abundance	Faecalibacillus_intestinalis	0.0276987303949598	-2.47213575323759	abundance
Faecalibacillus_intestinalis_prevalence	Faecalibacillus_intestinalis	0.597739481835841	0.807027262328932	prevalence	Faecalibacillus_intestinalis	0.734225171730235	-0.389724785040839	prevalence	Faecalibacillus_intestinalis	0.31801041637851	1.19969635549095	prevalence	Faecalibacillus_intestinalis	0.301745782756079	1.30542096497973	prevalence
Faecalibacterium_duncaniae_abundance	Faecalibacterium_duncaniae	0.613099474539085	-0.666347166390217	abundance	Faecalibacterium_duncaniae	0.693162611707588	0.206527102553868	abundance	Faecalibacterium_duncaniae	0.113031673667933	-1.0663119056506	abundance	Faecalibacterium_duncaniae	0.197652753119457	-0.925838930917268	abundance
Faecalibacterium_duncaniae_prevalence	Faecalibacterium_duncaniae	NA	NA	prevalence	Faecalibacterium_duncaniae	NA	NA	prevalence	Faecalibacterium_duncaniae	NA	NA	prevalence	Faecalibacterium_duncaniae	NA	NA	prevalence
Faecalibacterium_prausnitzii_abundance	Faecalibacterium_prausnitzii	0.355552109609548	0.319688553837796	abundance	Faecalibacterium_prausnitzii	0.439066947288957	-0.519596987706092	abundance	Faecalibacterium_prausnitzii	0.556497590989991	-0.447072665910202	abundance	Faecalibacterium_prausnitzii	0.819241279088212	-0.265411609780272	abundance
Faecalibacterium_prausnitzii_prevalence	Faecalibacterium_prausnitzii	NA	NA	prevalence	Faecalibacterium_prausnitzii	NA	NA	prevalence	Faecalibacterium_prausnitzii	NA	NA	prevalence	Faecalibacterium_prausnitzii	NA	NA	prevalence
Faecalibacterium_sp. I2-3-92_abundance	Faecalibacterium_sp. I2-3-92	0.820339197542594	-0.112895323119978	abundance	Faecalibacterium_sp. I2-3-92	0.866996789381564	0.0758601720228377	abundance	Faecalibacterium_sp. I2-3-92	0.959653883229731	-0.15006150101539	abundance	Faecalibacterium_sp. I2-3-92	0.805363914296752	-0.313571764447923	abundance
Faecalibacterium_sp. I2-3-92_prevalence	Faecalibacterium_sp. I2-3-92	0.713962082653966	0.57681451020482	prevalence	Faecalibacterium_sp. I2-3-92	0.718907548966208	-0.467414072713236	prevalence	Faecalibacterium_sp. I2-3-92	0.640696138587908	-0.580315632434346	prevalence	Faecalibacterium_sp. I2-3-92	0.495975840839382	-0.826019190140068	prevalence
Faecalibacterium_sp. i21-0019-B1_abundance	Faecalibacterium_sp. i21-0019-B1	0.773921675990068	-0.535436843726909	abundance	Faecalibacterium_sp. i21-0019-B1	0.634960590469408	-0.398505075444524	abundance	Faecalibacterium_sp. i21-0019-B1	0.197204799595072	-0.986092301824129	abundance	Faecalibacterium_sp. i21-0019-B1	0.834093973373643	0.0143950538279552	abundance
Faecalibacterium_sp. i21-0019-B1_prevalence	Faecalibacterium_sp. i21-0019-B1	1	-5.11358687362368e-16	prevalence	Faecalibacterium_sp. i21-0019-B1	1	9.20820796872243e-16	prevalence	Faecalibacterium_sp. i21-0019-B1	1	-3.88511828532062e-17	prevalence	Faecalibacterium_sp. i21-0019-B1	0.999999999999999	9.15667224832132e-16	prevalence
Faecalibacterium_sp. i25-0019-C1_abundance	Faecalibacterium_sp. i25-0019-C1	0.0188222820495088	-1.72144345029066	abundance	Faecalibacterium_sp. i25-0019-C1	0.309306699888472	-0.635885774642199	abundance	Faecalibacterium_sp. i25-0019-C1	0.18854978852284	-0.819516007277778	abundance	Faecalibacterium_sp. i25-0019-C1	0.259912239642798	0.50007536055408	abundance
Faecalibacterium_sp. i25-0019-C1_prevalence	Faecalibacterium_sp. i25-0019-C1	0.713962082653966	0.57681451020482	prevalence	Faecalibacterium_sp. i25-0019-C1	0.718907548966208	-0.467414072713236	prevalence	Faecalibacterium_sp. i25-0019-C1	0.640696138587908	-0.580315632434346	prevalence	Faecalibacterium_sp. i25-0019-C1	0.495975840839382	-0.826019190140068	prevalence
Faecalibacterium_sp. I3-3-33_abundance	Faecalibacterium_sp. I3-3-33	0.590577226902208	-0.742174505675679	abundance	Faecalibacterium_sp. I3-3-33	0.387052145660796	0.571586396975434	abundance	Faecalibacterium_sp. I3-3-33	0.462599591062481	-0.609276846649243	abundance	Faecalibacterium_sp. I3-3-33	0.754859362908622	0.0872817147710444	abundance
Faecalibacterium_sp. I3-3-33_prevalence	Faecalibacterium_sp. I3-3-33	0.506209789514066	-0.765707046819699	prevalence	Faecalibacterium_sp. I3-3-33	0.469865509862286	-0.88677463645209	prevalence	Faecalibacterium_sp. I3-3-33	0.396160523905572	-1.0185069893819	prevalence	Faecalibacterium_sp. I3-3-33	0.244363687101841	-1.34275147939454	prevalence
Faecalibacterium_sp. I3-3-89_abundance	Faecalibacterium_sp. I3-3-89	0.202301528328147	-1.48781378535482	abundance	Faecalibacterium_sp. I3-3-89	0.82608499148817	0.137200058052107	abundance	Faecalibacterium_sp. I3-3-89	0.0924214406604176	-1.42974241454074	abundance	Faecalibacterium_sp. I3-3-89	0.720164379692899	-0.424257942468709	abundance
Faecalibacterium_sp. I3-3-89_prevalence	Faecalibacterium_sp. I3-3-89	1	-5.11358687362368e-16	prevalence	Faecalibacterium_sp. I3-3-89	1	9.20820796872243e-16	prevalence	Faecalibacterium_sp. I3-3-89	1	-3.88511828532062e-17	prevalence	Faecalibacterium_sp. I3-3-89	0.999999999999999	9.15667224832132e-16	prevalence
Faecalibacterium_sp. I4-1-79_abundance	Faecalibacterium_sp. I4-1-79	0.0703483414415205	-1.7075182267916	abundance	Faecalibacterium_sp. I4-1-79	0.0904939461914924	1.16700164342894	abundance	Faecalibacterium_sp. I4-1-79	0.425126847683442	-0.652864466907997	abundance	Faecalibacterium_sp. I4-1-79	0.781271379815214	-0.325129304296653	abundance
Faecalibacterium_sp. I4-1-79_prevalence	Faecalibacterium_sp. I4-1-79	NA	NA	prevalence	Faecalibacterium_sp. I4-1-79	NA	NA	prevalence	Faecalibacterium_sp. I4-1-79	NA	NA	prevalence	Faecalibacterium_sp. I4-1-79	NA	NA	prevalence
Faecalibacterium_sp. I4-3-84_abundance	Faecalibacterium_sp. I4-3-84	0.66646515929444	-0.0435427779580997	abundance	Faecalibacterium_sp. I4-3-84	0.649598351414905	0.196521915161755	abundance	Faecalibacterium_sp. I4-3-84	0.352770574061479	-0.585816843117356	abundance	Faecalibacterium_sp. I4-3-84	0.252237844875415	-0.72272835048848	abundance
Faecalibacterium_sp. I4-3-84_prevalence	Faecalibacterium_sp. I4-3-84	NA	NA	prevalence	Faecalibacterium_sp. I4-3-84	NA	NA	prevalence	Faecalibacterium_sp. I4-3-84	NA	NA	prevalence	Faecalibacterium_sp. I4-3-84	NA	NA	prevalence
Faecalibacterium_sp. IP-1-18_abundance	Faecalibacterium_sp. IP-1-18	0.450289607291704	-0.909599139095477	abundance	Faecalibacterium_sp. IP-1-18	0.917214379803991	0.0258745632200543	abundance	Faecalibacterium_sp. IP-1-18	0.588408028357042	0.257405591992059	abundance	Faecalibacterium_sp. IP-1-18	0.731770371979462	0.106859048900629	abundance
Faecalibacterium_sp. IP-1-18_prevalence	Faecalibacterium_sp. IP-1-18	1	-5.11358687362368e-16	prevalence	Faecalibacterium_sp. IP-1-18	1	9.20820796872243e-16	prevalence	Faecalibacterium_sp. IP-1-18	1	-3.88511828532062e-17	prevalence	Faecalibacterium_sp. IP-1-18	0.999999999999999	9.15667224832132e-16	prevalence
Faecalibacterium_sp. IP-3-29_abundance	Faecalibacterium_sp. IP-3-29	0.63077463074081	-0.675325792122925	abundance	Faecalibacterium_sp. IP-3-29	0.745745552138198	-0.279114113019268	abundance	Faecalibacterium_sp. IP-3-29	0.422000015143545	-0.640234041849585	abundance	Faecalibacterium_sp. IP-3-29	0.568352178081408	0.251101202627651	abundance
Faecalibacterium_sp. IP-3-29_prevalence	Faecalibacterium_sp. IP-3-29	NA	NA	prevalence	Faecalibacterium_sp. IP-3-29	NA	NA	prevalence	Faecalibacterium_sp. IP-3-29	NA	NA	prevalence	Faecalibacterium_sp. IP-3-29	NA	NA	prevalence
Faecalibacterium_taiwanense_abundance	Faecalibacterium_taiwanense	0.270746198580449	-1.06821977498206	abundance	Faecalibacterium_taiwanense	0.710632442882413	0.186072565119436	abundance	Faecalibacterium_taiwanense	0.517266510428607	-0.499764725353359	abundance	Faecalibacterium_taiwanense	0.581777530879748	-0.468304053606614	abundance
Faecalibacterium_taiwanense_prevalence	Faecalibacterium_taiwanense	NA	NA	prevalence	Faecalibacterium_taiwanense	NA	NA	prevalence	Faecalibacterium_taiwanense	NA	NA	prevalence	Faecalibacterium_taiwanense	NA	NA	prevalence
