species	feature_gadolinium_contrast	P.val_individual_gadolinium_contrast	coef_gadolinium_contrast	model_gadolinium_contrast	feature_lesion_burden	P.val_individual_lesion_burden	coef_lesion_burden	model_lesion_burden	feature_spinal_cord_lesion	P.val_individual_spinal_cord_lesion	coef_spinal_cord_lesion	model_spinal_cord_lesion	feature_subtentorial_lesions	P.val_individual_subtentorial_lesions	coef_subtentorial_lesions	model_subtentorial_lesions
Bacteroides_sp. DH3716P_prevalence	Bacteroides_sp. DH3716P	0.883896847511774	0.121386988431464	prevalence	Bacteroides_sp. DH3716P	0.937002851728133	-0.0588463424996506	prevalence	Bacteroides_sp. DH3716P	0.791024497541895	0.183333748523132	prevalence	Bacteroides_sp. DH3716P	0.309277041744545	-0.725586214770595	prevalence
Bacteroides_sp. HF-162_abundance	Bacteroides_sp. HF-162	0.979285811394246	-0.28087330826483	abundance	Bacteroides_sp. HF-162	0.851952632622516	0.0854004196271984	abundance	Bacteroides_sp. HF-162	0.317095699879388	-0.787650122573022	abundance	Bacteroides_sp. HF-162	0.36653471375109	0.48942887832038	abundance
Bacteroides_sp. HF-162_prevalence	Bacteroides_sp. HF-162	0.0521754087993461	-2.05167671051083	prevalence	Bacteroides_sp. HF-162	0.901768851055142	-0.118971176364243	prevalence	Bacteroides_sp. HF-162	0.367324674933511	0.83162458732516	prevalence	Bacteroides_sp. HF-162	0.410633948340252	0.805399907923406	prevalence
Bacteroides_sp. M10_abundance	Bacteroides_sp. M10	0.849648236148632	-0.100708800929671	abundance	Bacteroides_sp. M10	0.178676927365087	-1.27782567087053	abundance	Bacteroides_sp. M10	0.480100218718535	0.505989250419561	abundance	Bacteroides_sp. M10	0.613458242807893	0.315582808842937	abundance
Bacteroides_sp. M10_prevalence	Bacteroides_sp. M10	0.176687311649311	-1.07707064019877	prevalence	Bacteroides_sp. M10	0.0595403793472141	-1.58325167012696	prevalence	Bacteroides_sp. M10	0.0530977201898414	-1.50049371915795	prevalence	Bacteroides_sp. M10	0.128765831900359	-1.09073743906826	prevalence
Bacteroides_sp. MSB163_abundance	Bacteroides_sp. MSB163	0.504150182887123	-1.11583532746621	abundance	Bacteroides_sp. MSB163	0.0881774503035606	-1.95702700165594	abundance	Bacteroides_sp. MSB163	0.212388475870885	-1.47920507106178	abundance	Bacteroides_sp. MSB163	0.372863982315143	-1.17692833067488	abundance
Bacteroides_sp. MSB163_prevalence	Bacteroides_sp. MSB163	0.662669061940187	0.375249400555049	prevalence	Bacteroides_sp. MSB163	0.734666052924585	-0.248582528803267	prevalence	Bacteroides_sp. MSB163	0.324038159019791	-0.708030552047078	prevalence	Bacteroides_sp. MSB163	0.252590100990631	-0.8421505643	prevalence
Bacteroides_stercoris_abundance	Bacteroides_stercoris	0.513628253767722	-1.3403164487309	abundance	Bacteroides_stercoris	0.709497477668916	0.502523335734793	abundance	Bacteroides_stercoris	0.157546667766235	-2.00035983484841	abundance	Bacteroides_stercoris	0.483204683590094	0.83378236663932	abundance
Bacteroides_stercoris_prevalence	Bacteroides_stercoris	0.816550360261633	0.364114098115272	prevalence	Bacteroides_stercoris	0.374259128517601	-1.21483892946688	prevalence	Bacteroides_stercoris	0.647801632100424	0.569275988980327	prevalence	Bacteroides_stercoris	0.658522382035809	0.573295120590046	prevalence
Bacteroides_thetaiotaomicron_abundance	Bacteroides_thetaiotaomicron	0.246187119239843	0.788259062639813	abundance	Bacteroides_thetaiotaomicron	0.608703282918111	-0.484969232498578	abundance	Bacteroides_thetaiotaomicron	0.234303012797602	-1.04597843969515	abundance	Bacteroides_thetaiotaomicron	0.660483193043859	0.22189038259796	abundance
Bacteroides_thetaiotaomicron_prevalence	Bacteroides_thetaiotaomicron	NA	NA	prevalence	Bacteroides_thetaiotaomicron	NA	NA	prevalence	Bacteroides_thetaiotaomicron	NA	NA	prevalence	Bacteroides_thetaiotaomicron	NA	NA	prevalence
Bacteroides_uniformis_abundance	Bacteroides_uniformis	0.65249461921855	0.0436441272534912	abundance	Bacteroides_uniformis	0.368292005613578	-0.67035332347833	abundance	Bacteroides_uniformis	0.60216392981813	-0.449480554704186	abundance	Bacteroides_uniformis	0.212203232126862	0.688888766903456	abundance
Bacteroides_uniformis_prevalence	Bacteroides_uniformis	NA	NA	prevalence	Bacteroides_uniformis	NA	NA	prevalence	Bacteroides_uniformis	NA	NA	prevalence	Bacteroides_uniformis	NA	NA	prevalence
Bacteroides_xylanisolvens_abundance	Bacteroides_xylanisolvens	0.394226498646844	-0.984664232400998	abundance	Bacteroides_xylanisolvens	0.0424264424784342	-1.5043750877239	abundance	Bacteroides_xylanisolvens	0.341193002263604	-0.760098561233208	abundance	Bacteroides_xylanisolvens	0.583473556208467	0.249983524570615	abundance
Bacteroides_xylanisolvens_prevalence	Bacteroides_xylanisolvens	NA	NA	prevalence	Bacteroides_xylanisolvens	NA	NA	prevalence	Bacteroides_xylanisolvens	NA	NA	prevalence	Bacteroides_xylanisolvens	NA	NA	prevalence
Bacteroides_zhangwenhongii_abundance	Bacteroides_zhangwenhongii	0.175591834595855	1.03566496749495	abundance	Bacteroides_zhangwenhongii	0.183716075419382	-1.21970270098727	abundance	Bacteroides_zhangwenhongii	0.986798457873961	-0.100214881900337	abundance	Bacteroides_zhangwenhongii	0.424053261369098	0.566273094131055	abundance
Bacteroides_zhangwenhongii_prevalence	Bacteroides_zhangwenhongii	0.858261343653138	0.200053284867054	prevalence	Bacteroides_zhangwenhongii	0.687181113084634	0.394682382961638	prevalence	Bacteroides_zhangwenhongii	0.752430792496979	0.293137862662646	prevalence	Bacteroides_zhangwenhongii	0.659668894703346	-0.40715656247098	prevalence
Barnesiella_intestinihominis_abundance	Barnesiella_intestinihominis	0.843844550865327	-0.50824630333067	abundance	Barnesiella_intestinihominis	0.544235006353071	-0.621445395553377	abundance	Barnesiella_intestinihominis	0.299040677346492	0.795512784919594	abundance	Barnesiella_intestinihominis	0.109621279023813	1.29152676764856	abundance
Barnesiella_intestinihominis_prevalence	Barnesiella_intestinihominis	1	-5.11358687362368e-16	prevalence	Barnesiella_intestinihominis	1	9.20820796872243e-16	prevalence	Barnesiella_intestinihominis	1	-3.88511828532062e-17	prevalence	Barnesiella_intestinihominis	0.999999999999999	9.15667224832132e-16	prevalence
Barnesiella_sp. An22_abundance	Barnesiella_sp. An22	0.664711076189195	0.194634775266626	abundance	Barnesiella_sp. An22	0.00678656344043194	2.58739501816221	abundance	Barnesiella_sp. An22	0.553108925453427	0.449137683716896	abundance	Barnesiella_sp. An22	0.454126985122486	0.591205370372245	abundance
Barnesiella_sp. An22_prevalence	Barnesiella_sp. An22	0.413373064518994	-0.903273831832489	prevalence	Barnesiella_sp. An22	0.276305111590245	-1.36293770223822	prevalence	Barnesiella_sp. An22	0.561255966445373	0.580370758991903	prevalence	Barnesiella_sp. An22	0.503468895621653	0.723781798186837	prevalence
Barnesiella_viscericola_abundance	Barnesiella_viscericola	0.335367780040937	0.64550686643146	abundance	Barnesiella_viscericola	0.048619447448991	-1.86859750493526	abundance	Barnesiella_viscericola	0.800265312649682	-0.332868196716378	abundance	Barnesiella_viscericola	0.89406584330235	-0.0135539240680965	abundance
Barnesiella_viscericola_prevalence	Barnesiella_viscericola	0.902547519774045	0.143613951887457	prevalence	Barnesiella_viscericola	0.650444323204279	-0.479455491436257	prevalence	Barnesiella_viscericola	0.350174085925977	0.961521463837014	prevalence	Barnesiella_viscericola	0.814206137834922	0.226509144380586	prevalence
Bifidobacterium_adolescentis_abundance	Bifidobacterium_adolescentis	0.333859371438701	1.01315427372121	abundance	Bifidobacterium_adolescentis	0.36118801138253	1.09583453807797	abundance	Bifidobacterium_adolescentis	0.517824818471051	-0.861799913163028	abundance	Bifidobacterium_adolescentis	0.335737387818405	-1.25555697068386	abundance
Bifidobacterium_adolescentis_prevalence	Bifidobacterium_adolescentis	0.887605146033413	0.221625176072811	prevalence	Bifidobacterium_adolescentis	0.462734767406243	-0.983299345876824	prevalence	Bifidobacterium_adolescentis	0.584837174993985	-0.701368477152465	prevalence	Bifidobacterium_adolescentis	0.734113153185249	0.437208910626002	prevalence
Bifidobacterium_angulatum_abundance	Bifidobacterium_angulatum	0.260603405334843	2.43504364517342	abundance	Bifidobacterium_angulatum	0.122893624250121	2.47066332582117	abundance	Bifidobacterium_angulatum	0.160830789767079	2.16311564102605	abundance	Bifidobacterium_angulatum	0.816262394575257	0.259026944476907	abundance
Bifidobacterium_angulatum_prevalence	Bifidobacterium_angulatum	0.163045338046918	-1.04264842827575	prevalence	Bifidobacterium_angulatum	0.454546265590841	-0.477856936571436	prevalence	Bifidobacterium_angulatum	0.756866296306724	-0.183789377106641	prevalence	Bifidobacterium_angulatum	0.583438024855999	0.3349466250368	prevalence
Bifidobacterium_animalis_abundance	Bifidobacterium_animalis	NA	NA	abundance	Bifidobacterium_animalis	NA	NA	abundance	Bifidobacterium_animalis	NA	NA	abundance	Bifidobacterium_animalis	NA	NA	abundance
Bifidobacterium_animalis_prevalence	Bifidobacterium_animalis	0.471513316317349	0.76466202590089	prevalence	Bifidobacterium_animalis	0.185353689056612	-1.56796730142735	prevalence	Bifidobacterium_animalis	0.748715222095148	0.321391232205083	prevalence	Bifidobacterium_animalis	0.658093202371674	-0.451612404178051	prevalence
Bifidobacterium_bifidum_abundance	Bifidobacterium_bifidum	0.0928653191181066	2.51303379692999	abundance	Bifidobacterium_bifidum	0.424437504351188	1.23747998840461	abundance	Bifidobacterium_bifidum	0.903233799463722	-0.298609325670064	abundance	Bifidobacterium_bifidum	0.570996948895993	0.725249445844643	abundance
Bifidobacterium_bifidum_prevalence	Bifidobacterium_bifidum	0.323590970413182	1.1278377232051	prevalence	Bifidobacterium_bifidum	0.8112413146345	-0.208701132988701	prevalence	Bifidobacterium_bifidum	0.849179045890947	-0.151058741920572	prevalence	Bifidobacterium_bifidum	0.50393750447827	-0.544093576019872	prevalence
Bifidobacterium_breve_abundance	Bifidobacterium_breve	0.970334642806337	-0.341923567163205	abundance	Bifidobacterium_breve	0.437560301543711	0.710409576781096	abundance	Bifidobacterium_breve	0.755739986587777	-0.392337262101198	abundance	Bifidobacterium_breve	0.741088846774237	-0.430627948835529	abundance
Bifidobacterium_breve_prevalence	Bifidobacterium_breve	0.809990779670591	-0.306447946321089	prevalence	Bifidobacterium_breve	0.206284016138175	-1.70321387257465	prevalence	Bifidobacterium_breve	0.944954812850368	-0.0744438499571619	prevalence	Bifidobacterium_breve	0.521890621312845	0.745641214722692	prevalence
Bifidobacterium_catenulatum_abundance	Bifidobacterium_catenulatum	0.981581148132647	-0.269225989984327	abundance	Bifidobacterium_catenulatum	0.0829966095220427	2.3014725275468	abundance	Bifidobacterium_catenulatum	0.224386271518478	1.48833477694476	abundance	Bifidobacterium_catenulatum	0.25171301247087	1.41770178181784	abundance
Bifidobacterium_catenulatum_prevalence	Bifidobacterium_catenulatum	0.417917625367416	0.988023336059726	prevalence	Bifidobacterium_catenulatum	0.406410411323912	-0.817332995006525	prevalence	Bifidobacterium_catenulatum	0.808206111244311	-0.216492143068728	prevalence	Bifidobacterium_catenulatum	0.20130975536347	-1.17352359861883	prevalence
Bifidobacterium_dentium_abundance	Bifidobacterium_dentium	0.824677053232041	-0.593793294859538	abundance	Bifidobacterium_dentium	0.875754715553589	0.13910512910273	abundance	Bifidobacterium_dentium	0.666573406693941	-0.610500289968177	abundance	Bifidobacterium_dentium	0.139395869435402	-1.82004017663372	abundance
Bifidobacterium_dentium_prevalence	Bifidobacterium_dentium	0.745235212726741	0.246921298261601	prevalence	Bifidobacterium_dentium	0.473239347460171	0.489692631917493	prevalence	Bifidobacterium_dentium	0.500729533067261	0.427853744579205	prevalence	Bifidobacterium_dentium	0.914949492986951	0.0687859274913635	prevalence
Bifidobacterium_longum_abundance	Bifidobacterium_longum	0.848222381375787	-0.115184204091131	abundance	Bifidobacterium_longum	0.390551867542548	-0.828032266751522	abundance	Bifidobacterium_longum	0.396336035562124	-0.823633182667693	abundance	Bifidobacterium_longum	0.734634254058132	-0.421231160156367	abundance
Bifidobacterium_longum_prevalence	Bifidobacterium_longum	0.887605146033413	0.221625176072811	prevalence	Bifidobacterium_longum	0.462734767406243	-0.983299345876824	prevalence	Bifidobacterium_longum	0.584837174993985	-0.701368477152465	prevalence	Bifidobacterium_longum	0.734113153185249	0.437208910626002	prevalence
Bifidobacterium_pseudocatenulatum_abundance	Bifidobacterium_pseudocatenulatum	0.476367944783541	-1.29905083418971	abundance	Bifidobacterium_pseudocatenulatum	0.780609344844724	0.335511232004285	abundance	Bifidobacterium_pseudocatenulatum	0.177290223130775	1.54613476425869	abundance	Bifidobacterium_pseudocatenulatum	0.626280970170415	-0.746835919692057	abundance
Bifidobacterium_pseudocatenulatum_prevalence	Bifidobacterium_pseudocatenulatum	0.63136708014846	0.760119174115275	prevalence	Bifidobacterium_pseudocatenulatum	0.101092786833157	-2.18279216723441	prevalence	Bifidobacterium_pseudocatenulatum	0.298538487681962	-1.26853217943805	prevalence	Bifidobacterium_pseudocatenulatum	0.394493839220201	-0.929317950087944	prevalence
Bifidobacterium_pseudolongum_abundance	Bifidobacterium_pseudolongum	NA	NA	abundance	Bifidobacterium_pseudolongum	NA	NA	abundance	Bifidobacterium_pseudolongum	NA	NA	abundance	Bifidobacterium_pseudolongum	NA	NA	abundance
Bifidobacterium_pseudolongum_prevalence	Bifidobacterium_pseudolongum	0.3778710100032	-1.31499569775448	prevalence	Bifidobacterium_pseudolongum	0.863356509475812	0.176732552060916	prevalence	Bifidobacterium_pseudolongum	0.216411472498459	1.42974623876915	prevalence	Bifidobacterium_pseudolongum	0.155620532281773	1.56667102079535	prevalence
Blautia_argi_abundance	Blautia_argi	0.551529772350956	-0.715865091274831	abundance	Blautia_argi	0.940693616363555	0.000382453230785329	abundance	Blautia_argi	0.529940968039093	-0.524385352616316	abundance	Blautia_argi	0.285483662555866	0.566365725298531	abundance
Blautia_argi_prevalence	Blautia_argi	0.405994063493605	0.688080932107899	prevalence	Blautia_argi	0.553648896296832	0.411265534873504	prevalence	Blautia_argi	0.537589620045423	0.40011897270917	prevalence	Blautia_argi	0.0769653317698811	1.2596007630857	prevalence
Blautia_coccoides_abundance	Blautia_coccoides	0.84443392649173	-0.191240694200348	abundance	Blautia_coccoides	0.517891283519181	0.284333018060605	abundance	Blautia_coccoides	0.196721595973919	0.516115674327403	abundance	Blautia_coccoides	0.650276905729923	-0.357075035124274	abundance
Blautia_coccoides_prevalence	Blautia_coccoides	NA	NA	prevalence	Blautia_coccoides	NA	NA	prevalence	Blautia_coccoides	NA	NA	prevalence	Blautia_coccoides	NA	NA	prevalence
Blautia_hansenii_abundance	Blautia_hansenii	0.864914167736574	-0.42093399258995	abundance	Blautia_hansenii	0.97291547189658	-0.0294955607351571	abundance	Blautia_hansenii	0.0569221337419854	0.996217375450135	abundance	Blautia_hansenii	0.025977729462545	1.18675488995761	abundance
Blautia_hansenii_prevalence	Blautia_hansenii	1	-5.11358687362368e-16	prevalence	Blautia_hansenii	1	9.20820796872243e-16	prevalence	Blautia_hansenii	1	-3.88511828532062e-17	prevalence	Blautia_hansenii	0.999999999999999	9.15667224832132e-16	prevalence
Blautia_hydrogenotrophica_abundance	Blautia_hydrogenotrophica	0.335689328495367	-1.28018638555567	abundance	Blautia_hydrogenotrophica	0.415856501660913	-0.803812543469659	abundance	Blautia_hydrogenotrophica	0.767877725245346	0.141441862774006	abundance	Blautia_hydrogenotrophica	0.2800492431159	0.820747652270397	abundance
Blautia_hydrogenotrophica_prevalence	Blautia_hydrogenotrophica	NA	NA	prevalence	Blautia_hydrogenotrophica	NA	NA	prevalence	Blautia_hydrogenotrophica	NA	NA	prevalence	Blautia_hydrogenotrophica	NA	NA	prevalence
Blautia_luti_abundance	Blautia_luti	0.511635174920514	0.223923025959962	abundance	Blautia_luti	0.162724891777733	0.955614851600457	abundance	Blautia_luti	0.230702043793244	0.694612612856999	abundance	Blautia_luti	0.333406796272488	-0.796157216854331	abundance
Blautia_luti_prevalence	Blautia_luti	NA	NA	prevalence	Blautia_luti	NA	NA	prevalence	Blautia_luti	NA	NA	prevalence	Blautia_luti	NA	NA	prevalence
Blautia_obeum_abundance	Blautia_obeum	0.94204482516037	-0.248313929071079	abundance	Blautia_obeum	0.364157191144244	0.573328887352249	abundance	Blautia_obeum	0.175850498463245	0.756348354030557	abundance	Blautia_obeum	0.461676209443307	-0.615217097580985	abundance
Blautia_obeum_prevalence	Blautia_obeum	NA	NA	prevalence	Blautia_obeum	NA	NA	prevalence	Blautia_obeum	NA	NA	prevalence	Blautia_obeum	NA	NA	prevalence
Blautia_parvula_abundance	Blautia_parvula	0.567350060111514	-1.37962205146725	abundance	Blautia_parvula	0.254953094147169	-2.10777810245256	abundance	Blautia_parvula	0.506654427327124	-1.24691360825138	abundance	Blautia_parvula	0.154615880959242	2.37226049311353	abundance
Blautia_parvula_prevalence	Blautia_parvula	0.554922079384111	0.449672794661158	prevalence	Blautia_parvula	0.89087424042413	-0.091584222348523	prevalence	Blautia_parvula	0.275714440970936	0.68613014855164	prevalence	Blautia_parvula	0.0160725550090375	1.85166690729529	prevalence
Blautia_sp. SC05B48_abundance	Blautia_sp. SC05B48	0.47012982451805	-0.706839219671824	abundance	Blautia_sp. SC05B48	0.375363309454862	0.402238936029918	abundance	Blautia_sp. SC05B48	0.074225138471173	0.741369043049657	abundance	Blautia_sp. SC05B48	0.485485384164829	0.208661972241402	abundance
Blautia_sp. SC05B48_prevalence	Blautia_sp. SC05B48	NA	NA	prevalence	Blautia_sp. SC05B48	NA	NA	prevalence	Blautia_sp. SC05B48	NA	NA	prevalence	Blautia_sp. SC05B48	NA	NA	prevalence
Blautia_wexlerae_abundance	Blautia_wexlerae	0.839588060140958	-0.416677453181692	abundance	Blautia_wexlerae	0.877636806407338	0.0279536786361339	abundance	Blautia_wexlerae	0.5219005206251	0.192676375914939	abundance	Blautia_wexlerae	0.66887263863107	-0.341043223183596	abundance
Blautia_wexlerae_prevalence	Blautia_wexlerae	NA	NA	prevalence	Blautia_wexlerae	NA	NA	prevalence	Blautia_wexlerae	NA	NA	prevalence	Blautia_wexlerae	NA	NA	prevalence
Butyricimonas_faecalis_abundance	Butyricimonas_faecalis	0.570801484878003	-1.29842844562897	abundance	Butyricimonas_faecalis	0.504930147278646	1.12046323702911	abundance	Butyricimonas_faecalis	0.0979266297917576	-2.5993100024122	abundance	Butyricimonas_faecalis	0.370378069077776	-1.57948403930895	abundance
Butyricimonas_faecalis_prevalence	Butyricimonas_faecalis	0.538915562722932	-0.464572811609599	prevalence	Butyricimonas_faecalis	0.763706669134678	-0.204461749162287	prevalence	Butyricimonas_faecalis	0.265651526805501	-0.730663810162972	prevalence	Butyricimonas_faecalis	0.642577111954699	-0.30159793250564	prevalence
Butyricimonas_faecihominis_abundance	Butyricimonas_faecihominis	0.597719147528162	0.510124646792216	abundance	Butyricimonas_faecihominis	0.477959403016374	-1.0344048978126	abundance	Butyricimonas_faecihominis	0.877845232775701	0.0884146748451277	abundance	Butyricimonas_faecihominis	0.281797609693507	1.31895158293525	abundance
Butyricimonas_faecihominis_prevalence	Butyricimonas_faecihominis	0.575428700949978	0.855757907396066	prevalence	Butyricimonas_faecihominis	0.942190690450524	-0.0809403623883492	prevalence	Butyricimonas_faecihominis	0.324056897981015	-1.15713157376998	prevalence	Butyricimonas_faecihominis	0.878992132977328	-0.161047674016726	prevalence
Butyricimonas_paravirosa_abundance	Butyricimonas_paravirosa	0.567912737028692	0.480875696911894	abundance	Butyricimonas_paravirosa	0.990139009228589	-0.0349244788268646	abundance	Butyricimonas_paravirosa	0.372630380211851	-1.15307498959586	abundance	Butyricimonas_paravirosa	0.699512880160842	-0.595615267175931	abundance
Butyricimonas_paravirosa_prevalence	Butyricimonas_paravirosa	0.579746533246623	0.845945169004822	prevalence	Butyricimonas_paravirosa	0.184231128796036	-1.72943340082279	prevalence	Butyricimonas_paravirosa	0.969817171843673	-0.0410507363664089	prevalence	Butyricimonas_paravirosa	0.310310641062039	1.28387009200145	prevalence
Butyricimonas_virosa_abundance	Butyricimonas_virosa	0.174226519606636	-2.07926870504722	abundance	Butyricimonas_virosa	0.670757526131915	-0.577554089885423	abundance	Butyricimonas_virosa	0.990067323417955	-0.128673506610196	abundance	Butyricimonas_virosa	0.577293967080778	0.547719873823776	abundance
Butyricimonas_virosa_prevalence	Butyricimonas_virosa	0.547480896106592	0.887847662705905	prevalence	Butyricimonas_virosa	0.430967486390305	-0.8377065221188	prevalence	Butyricimonas_virosa	0.143861496915926	-1.7815307035634	prevalence	Butyricimonas_virosa	0.365856741855612	-0.905147928506595	prevalence
Campylobacter_jejuni_abundance	Campylobacter_jejuni	0.793208712720444	-0.569765164743157	abundance	Campylobacter_jejuni	0.739601984861763	-0.426270431267996	abundance	Campylobacter_jejuni	0.796631458417628	-0.368761301705067	abundance	Campylobacter_jejuni	0.0629146496700566	1.68891889953933	abundance
Campylobacter_jejuni_prevalence	Campylobacter_jejuni	0.219847514830858	0.940143627574741	prevalence	Campylobacter_jejuni	0.7148090944087	-0.261618817320231	prevalence	Campylobacter_jejuni	0.876437382369573	-0.102799490854702	prevalence	Campylobacter_jejuni	0.519220048080179	0.430673100093273	prevalence
Catenibacterium_mitsuokai_abundance	Catenibacterium_mitsuokai	0.801692999806345	0.360030126260407	abundance	Catenibacterium_mitsuokai	0.675881491936756	0.875958379595477	abundance	Catenibacterium_mitsuokai	0.0364584270319008	4.20840497189214	abundance	Catenibacterium_mitsuokai	0.725281948970259	-0.953450340606314	abundance
Catenibacterium_mitsuokai_prevalence	Catenibacterium_mitsuokai	0.175735443883403	-1.06236406281041	prevalence	Catenibacterium_mitsuokai	0.40902043569885	0.533753853046598	prevalence	Catenibacterium_mitsuokai	0.946081141878717	-0.0410682843772544	prevalence	Catenibacterium_mitsuokai	0.766459472148566	0.183771561423307	prevalence
Catenibacterium_sp. co_0103_abundance	Catenibacterium_sp. co_0103	0.544619669630474	-1.1332998414251	abundance	Catenibacterium_sp. co_0103	0.282689591303696	1.30419636227479	abundance	Catenibacterium_sp. co_0103	0.93963886508029	-0.0210460719851361	abundance	Catenibacterium_sp. co_0103	0.437777459560287	-1.10937604254906	abundance
Catenibacterium_sp. co_0103_prevalence	Catenibacterium_sp. co_0103	0.300396038297862	1.48934231701251	prevalence	Catenibacterium_sp. co_0103	0.719719918661429	0.312808521486365	prevalence	Catenibacterium_sp. co_0103	0.590745700568602	0.442783556718357	prevalence	Catenibacterium_sp. co_0103	0.828496040814582	0.181532280479173	prevalence
Citrobacter_braakii_abundance	Citrobacter_braakii	NA	NA	abundance	Citrobacter_braakii	NA	NA	abundance	Citrobacter_braakii	NA	NA	abundance	Citrobacter_braakii	NA	NA	abundance
Citrobacter_braakii_prevalence	Citrobacter_braakii	0.695942415404616	-0.58564114397773	prevalence	Citrobacter_braakii	0.271481453850212	-1.38427407753581	prevalence	Citrobacter_braakii	0.289625458865177	-1.30268863664049	prevalence	Citrobacter_braakii	0.452685856422057	-0.930884187002927	prevalence
Citrobacter_freundii_abundance	Citrobacter_freundii	NA	-5.25000470630224	abundance	Citrobacter_freundii	NA	-2.23125200017845	abundance	Citrobacter_freundii	NA	-2.23125200017845	abundance	Citrobacter_freundii	NA	-2.23125200017845	abundance
Citrobacter_freundii_prevalence	Citrobacter_freundii	0.138808341221438	1.34726909083938	prevalence	Citrobacter_freundii	0.231744473999926	-1.07901141444807	prevalence	Citrobacter_freundii	0.870792697405685	-0.134223694475986	prevalence	Citrobacter_freundii	0.649654224089169	-0.381417585198379	prevalence
Claveliimonas_bilis_abundance	Claveliimonas_bilis	0.389519962227224	0.574138992208621	abundance	Claveliimonas_bilis	0.127443416992222	1.33650453459849	abundance	Claveliimonas_bilis	0.523653494696831	0.431935384998383	abundance	Claveliimonas_bilis	0.172607404799051	1.05575869125005	abundance
Claveliimonas_bilis_prevalence	Claveliimonas_bilis	1	-5.11358687362368e-16	prevalence	Claveliimonas_bilis	1	9.20820796872243e-16	prevalence	Claveliimonas_bilis	1	-3.88511828532062e-17	prevalence	Claveliimonas_bilis	0.999999999999999	9.15667224832132e-16	prevalence
Cloacibacillus_evryensis_abundance	Cloacibacillus_evryensis	NA	NA	abundance	Cloacibacillus_evryensis	NA	NA	abundance	Cloacibacillus_evryensis	NA	NA	abundance	Cloacibacillus_evryensis	NA	NA	abundance
Cloacibacillus_evryensis_prevalence	Cloacibacillus_evryensis	0.332844840734584	0.960669231745184	prevalence	Cloacibacillus_evryensis	0.226821587612404	1.39917553885033	prevalence	Cloacibacillus_evryensis	0.167031568262441	1.57580517635895	prevalence	Cloacibacillus_evryensis	0.301334307781337	0.98261464255421	prevalence
Clostridioides_difficile_abundance	Clostridioides_difficile	0.60655771344452	0.0460572356874574	abundance	Clostridioides_difficile	0.995264581358839	-0.0546898742267964	abundance	Clostridioides_difficile	0.902137723033775	-0.184612404840536	abundance	Clostridioides_difficile	0.600205121429572	-0.43917713330077	abundance
Clostridioides_difficile_prevalence	Clostridioides_difficile	NA	NA	prevalence	Clostridioides_difficile	NA	NA	prevalence	Clostridioides_difficile	NA	NA	prevalence	Clostridioides_difficile	NA	NA	prevalence
Clostridium_[Clostridium] innocuum_abundance	Clostridium_[Clostridium] innocuum	0.0607710481668269	0.771953470329804	abundance	Clostridium_[Clostridium] innocuum	0.855149990534284	0.0426891664762317	abundance	Clostridium_[Clostridium] innocuum	0.0322470115889124	0.913765720838883	abundance	Clostridium_[Clostridium] innocuum	0.188819130578173	0.515107793037863	abundance
Clostridium_[Clostridium] innocuum_prevalence	Clostridium_[Clostridium] innocuum	NA	NA	prevalence	Clostridium_[Clostridium] innocuum	NA	NA	prevalence	Clostridium_[Clostridium] innocuum	NA	NA	prevalence	Clostridium_[Clostridium] innocuum	NA	NA	prevalence
Clostridium_sp. M62/1_abundance	Clostridium_sp. M62/1	0.467590244151261	0.158886106062599	abundance	Clostridium_sp. M62/1	0.14460257033185	0.782043676519852	abundance	Clostridium_sp. M62/1	0.97292614439331	-0.132458776930338	abundance	Clostridium_sp. M62/1	0.599067820869856	-0.420922107205032	abundance
Clostridium_sp. M62/1_prevalence	Clostridium_sp. M62/1	NA	NA	prevalence	Clostridium_sp. M62/1	NA	NA	prevalence	Clostridium_sp. M62/1	NA	NA	prevalence	Clostridium_sp. M62/1	NA	NA	prevalence
Collinsella_aerofaciens_abundance	Collinsella_aerofaciens	0.308300617560026	-1.49166668333573	abundance	Collinsella_aerofaciens	0.0691339672736659	1.82652057151787	abundance	Collinsella_aerofaciens	0.943680213023569	-0.0433135582623617	abundance	Collinsella_aerofaciens	0.691435983002284	-0.537585829118306	abundance
Collinsella_aerofaciens_prevalence	Collinsella_aerofaciens	0.574147281002974	-0.750327401594403	prevalence	Collinsella_aerofaciens	0.898189810273468	-0.17624133122928	prevalence	Collinsella_aerofaciens	0.531057963641948	0.78521793088995	prevalence	Collinsella_aerofaciens	0.437069487858852	1.06364847072654	prevalence
Collinsella_sp. i05-0019-G5_abundance	Collinsella_sp. i05-0019-G5	0.734010785643008	-0.589849320793121	abundance	Collinsella_sp. i05-0019-G5	0.148518497863679	0.935277335052321	abundance	Collinsella_sp. i05-0019-G5	0.301466987800709	0.559981073006677	abundance	Collinsella_sp. i05-0019-G5	0.741574507809567	-0.353426636466024	abundance
Collinsella_sp. i05-0019-G5_prevalence	Collinsella_sp. i05-0019-G5	0.10162644982912	-1.56697907082166	prevalence	Collinsella_sp. i05-0019-G5	0.386587365390217	0.794120074909543	prevalence	Collinsella_sp. i05-0019-G5	0.786528433203888	-0.232212357509157	prevalence	Collinsella_sp. i05-0019-G5	0.906009703800108	0.101457685965033	prevalence
